#Network,#Country,#Region,#City,#Postal_Code
2a14:7581:39ff:6172::/64,NL,NL-NH,Amsterdam,1098 XG
2a14:7581:39ff:6c61::/64,NL,NL-NH,Amsterdam,1098 XG
2a14:7581:39ff:6e73::/64,NL,NL-NH,Amsterdam,1098 XG
2a14:7581:39ff:7263::/64,NL,NL-NH,Amsterdam,1098 XG
2a14:7581:39ff:6172::/64,DE,DE-HE,Frankfurt,60326
2a14:7581:39ff:6c66::/64,DE,DE-HE,Frankfurt,60326
