#Network,#Country,#Region,#City,#Postal_Code
2a14:7581:3966:6172::/64,DE,DE-HE,Frankfurt,60326
2a14:7581:3966:6602::/64,DE,DE-HE,Frankfurt,60326
2a14:7581:3966:6a6c::/64,DE,DE-HE,Frankfurt,60326
2a14:7581:3966:6c6f::/64,DE,DE-HE,Frankfurt,60326
