#Network,#Country,#Region,#City,#Postal_Code
2a01:e281:a2ff:6173::/64,NL,NL-NH,Amsterdam,1098 XG
2a01:e281:a2ff:6978::/64,NL,NL-NH,Amsterdam,1098 XG
2a01:e281:a2ff:6c61::/64,NL,NL-NH,Amsterdam,1098 XG
2a01:e281:a2ff:6e73::/64,NL,NL-NH,Amsterdam,1098 XG
2a01:e281:a2ff:7263::/64,NL,NL-NH,Amsterdam,1098 XG
2a01:e281:a2ff:6c66::/64,DE,DE-HE,Frankfurt,60326
